date_de_classement;date_de_publication_de_l_etablissement;dept;classement;nom_commercial;adresse;code_postal;commune;telephone;courriel;site_internet;capacite_d_accueil_personnes;nombre_de_chambres;lat;lng;wgs84
2011-08-04;2011-04-15;75;3 étoiles;BEST WESTERN HOTEL AU TROCADERO;3 AVENUE RAYMOND POINCARE;75116;PARIS;01 47 27 33 30;commercial@hotelautrocadero.com;http://www.hotelautrocadero.com;54;27;48.8637753;2.286671;48.8637753, 2.286671
2012-08-08;2012-08-08;92;3 étoiles;ALL SEASONS ASNIÈRES CENTRE;10 bis rue du château;92600;ASNIÈRES-SUR-SEINE;01 47 93 01 66;reservation@hotelwilson.com;www.all-seasons-hotels.com/Asnieres;125;60;48.9064861;2.2874636;48.9064861, 2.2874636
2012-01-08;2012-01-08;92;3 étoiles;HÔTEL ESPACE CHAMPERRET;26 rue louise michel;92300;LEVALLOIS-PERRET;01 47 57 20 71;carolepeco@wanadoo.fr;http://www.hotel-espace-champerret.com/;86;39;48.8887002;2.2875807;48.8887002, 2.2875807
2012-01-10;2012-01-10;75;3 étoiles;HÔTEL DE L'EXPOSITION TOUR EIFFEL;42 BIS RUE DU THéâTRE;75015;PARIS;01 45 77 59 65;ylemoine@hes-france.com;http://www.hotelexposition.com;72;36;48.8488259;2.2881314;48.8488259, 2.2881314
2012-07-16;2012-07-16;75;2 étoiles;HÔTEL CAMPANILE PARIS 15 TOUR EIFFEL;30 RUE SAINT-CHARLES;75015;PARIS;01 45 78 61 33;manager.paris.toureiffel@campanile.fr;http://www.campanile-paris-tour-eiffel.fr/fr/index.aspx;116;76;48.850283;2.288651;48.850283, 2.288651
2012-10-07;2012-10-07;75;2 étoiles;IDEAL HÔTEL;96 avenue émile ZOLA;75015;PARIS;01 45 79 09 79;ideal.hotel@wanadoo.fr;www.idealhotelparis.com;48;35;48.8466918;2.2888948;48.8466918, 2.2888948
2013-12-02;2013-12-02;75;3 étoiles;HÔTEL ARLEY TOUR EIFFEL;34 rue viala;75015;PARIS;01 40 58 11 66;arleytoureiffel@wanadoo.fr;http://hoteleiffeltower.com/;73;31;48.8500804;2.2891009;48.8500804, 2.2891009
2012-03-30;2012-02-04;75;4 étoiles;HOTEL VICTOR HUGO;19 rue Copernic;75116;PARIS;01 45 53 76 01;paris@victorhugohotel.com;http://www.hotelvictorhugo.com;133;75;48.8691345;2.2892849;48.8691345, 2.2892849
2012-07-17;2012-07-17;75;5 étoiles;HÔTEL BALTIMORE - MGALLERY COLLECTION;88 bis avenue Kléber;75116;PARIS;01 44 34 54 54;franck.poncey@accor.com;http://www.hotel-baltimore-paris.com;277;103;48.8665448;2.2896104;48.8665448, 2.2896104
2013-02-13;2013-02-13;92;3 étoiles;CRYSTAL HOTEL;16 Ter rue Collange;92300;LEVALLOIS-PERRET;01 47 37 25 78;Crystalhotel.levallois@wanadoo.fr;-;84;20;48.8991974;2.2903123;48.8991974, 2.2903123
2012-08-02;2012-09-02;75;3 étoiles;VILLA DES AMBASSADEURS;6 rue du Bouquet de Longchamps;75116;PARIS;01 47 04 41 71;villadesamabassadeurs@yahoo.fr;http://www.villadesambassadeurs.com;34;17;48.8652632;2.2904866;48.8652632, 2.2904866
2012-09-07;2012-09-07;75;4 étoiles;HÔTEL MONTFLEURI ARC DE TRIOMPHE;21 Avenue de la Grande Armée;75116;PARIS;01 45 00 33 65;montfleuri@wanadoo.fr;http://www.montfleuri.fr;74;42;48.8748311;2.290698;48.8748311, 2.290698
2012-10-07;2012-10-07;75;3 étoiles;HÔTEL DU BOIS;11 rue du Dôme;75116;PARIS;01 45 00 31 96;infos@hoteldubois.com;http://www.hoteldubois.com;87;39;48.8719329;2.290744;48.8719329, 2.290744
2012-02-15;2012-02-15;75;4 étoiles;MERCURE PARIS XV;6 RUE SAINT LAMBERT;75015;PARIS;01 45 58 61 00;H0903-GM@accor.com;http://mercure.com;108;54;48.8379099;2.291577;48.8379099, 2.291577
2012-01-16;2012-01-16;75;3 étoiles;HOTEL ASTRID;27 avenue Carnot;75017;PARIS;01 44 09 26 00;florence@hotel-astrid.com;http://www.hotel-astrid.com;86;40;48.8766154;2.2925694;48.8766154, 2.2925694
2012-04-20;2012-04-20;75;3 étoiles;HOTEL RÉGENCE ETOILE;24 avenue Carnot;75017;PARIS;01 58 05 42 42;direction@hotelregenceetoile.com;http://www.hotel-paris-regenceetoile.com;79;38;48.8765711;2.2929418;48.8765711, 2.2929418
2012-12-07;2012-12-07;75;2 étoiles;LE CHAMPERRET HÉLIOPOLIS;13 rue d'Héliopolis;75017;PARIS;01 47 64 92 56;champerretheliopolis@wanadoo.fr;http://www.hotel-heliopolis.com;37;22;48.8850425;2.2937922;48.8850425, 2.2937922
2012-10-16;2012-10-16;75;3 étoiles;HÔTEL AMIRAL FONDARY;30 rue fondary;75015;PARIS;01 45 75 14 75;lefondary@wanadoo.fr;www.hotelamiralfondary.com;40;20;48.847806;2.2938626;48.847806, 2.2938626
2012-05-23;2013-05-27;75;4 étoiles;HÔTEL SPLENDID ÉTOILE;1 avenue Carnot;75017;PARIS;01 45 72 72 00;seb@hsplendid.com;http://www.hsplendid.com;83;57;48.8751606;2.2941256;48.8751606, 2.2941256
2012-02-03;2012-02-03;75;4 étoiles;HOTEL MAC MAHON;3 AVENUE MAC MAHON;75017;PARIS;01 43 80 23 00;macmahon@book-inn-france.com;http://www.paris-hotel-macmahon.com;94;40;48.87529;2.2945541;48.87529, 2.2945541
2010-11-05;2010-05-17;75;3 étoiles;HOTEL CECILIA;11 avenue Mac-Mahon;75017;PARIS;01 43 80 32 10;hotelcecilia@gmail.com;http://www.hotel-cecilia.fr;;49;48.875783;2.2946038;48.875783, 2.2946038
2013-01-02;2013-01-02;75;2 étoiles;HÔTEL SPLENDID;54 rue fondary;75015;PARIS;01 45 75 17 73;reception@splendid-hotel-paris.com;www.splendid-hotel-paris.com;82;41;48.8468148;2.2962242;48.8468148, 2.2962242
2012-07-16;2012-07-16;75;2 étoiles;HÔTEL ELYSÉE ETOILE;5 rue de l'étoile;75017;PARIS;01 43 80 22 19;elysee.etoile@wanadoo.fr;http://elysee-etoile-paris-hotel.com;23;18;48.876568;2.296459;48.876568, 2.296459
2011-04-22;2011-06-05;75;4 étoiles;HOTEL KEPPLER;10 RUE KEPLER;75116;PARIS;01 47 20 65 05;fgelly@keppler.fr;http://keppler.fr;96;39;48.8698118;2.2972778;48.8698118, 2.2972778
2012-07-19;2012-07-19;75;2 étoiles;HÔTEL ALYSS SAPHIR CAMBRONNE EIFFEL;62 RUE DE LA CROIX-NIVERT;75015;PARIS;01 45 32 51 70;alyss@saphirhotel.fr;http://www.saphirhotel.fr;55;30;48.8450252;2.2974193;48.8450252, 2.2974193
2012-09-03;2012-09-03;75;3 étoiles;HÔTEL ELYSEES CERAMIC;34 avenue Wagram;75008;PARIS;01 42 27 20 30;info@elysees-ceramic.com;http://www.elysees-ceramic.com;113;57;48.876903;2.2975991;48.876903, 2.2975991
2011-12-13;2012-02-01;75;3 étoiles;HOTEL LE BELMONT;30 RUE DE BASSANO;75116;PARIS;01 53 57 75 00;sales.belmont@free.fr;http://www.hotel-belmont.com;154;79;48.8692516;2.2978607;48.8692516, 2.2978607
2010-04-19;2010-05-21;75;5 étoiles;HOTEL INTERCONTINENTAL PARIS AVENUE MARCEAU;64 avenue Marceau;75008;PARIS;01 44 43 36 36;reservations@ic-marceau.com;http://www.ic-marceau.com;;56;48.870545;2.2980122;48.870545, 2.2980122
2012-08-08;2012-08-08;75;3 étoiles;MARCEAU CHAMPS ÉLYSÉES;37  avenue Marceau;75016;PARIS;01 47 20 43 37;info@hotelmarceau.com;www.hotelmarceau.com;70;35;48.8682851;2.2986061;48.8682851, 2.2986061
2012-05-06;2012-07-13;75;3 étoiles;HÔTEL MONCEAU WAGRAM;7 RUE RENNEQUIN;75017;PARIS;01 47 63 07 52;contact@HOTELMONCEAU.COM;http://www.hotelmonceau.com;44;25;48.8808566;2.2990391;48.8808566, 2.2990391
2011-07-19;2011-07-19;75;4 étoiles;ROYAL HOTEL SA;33 AVENUE DE FRIEDLAND;75008;PARIS;01 43 59 08 14;herpeux@royal-hotel.com;http://www.royal-hotel.com;113;57;48.8741083;2.3000591;48.8741083, 2.3000591
2009-07-10;2010-02-04;75;5 étoiles;FOUR SEASONS HOTEL GEORGE V;31 Avenue George V;75008;PARIS;01 49 52 70 00;standard.par@fourseasons.com;http://www.fourseasons.com/paris;;245;48.8688186;2.3009834;48.8688186, 2.3009834
2012-10-09;2012-10-09;75;2 étoiles;HÔTEL AMIRAL;90 rue de l'amiral Roussin;75015;PARIS;01 48 28 53 89;amiral.hotel@wanadoo.fr;www.hotelamiral.com;50;30;48.8412488;2.3010296;48.8412488, 2.3010296
2012-04-07;2012-04-07;75;4 étoiles;SOFITEL PARIS ARC DE TRIOMPHE;14 RUE BEAUJON;75008;PARIS;01 53 89 50 50;h1296-gm@sofitel.com;http://www.sofitel.com;840;135;48.8749504;2.301268;48.8749504, 2.301268
2012-12-07;2012-12-07;75;2 étoiles;HÔTEL KENSINGTON;79 avenue de la bourdonnais;75007;PARIS;01 47 05 74 00;hk@hotel-kensington.com;hotel-kensington.com;47;25;48.8565247;2.3021256;48.8565247, 2.3021256
2012-09-13;2012-09-13;92;2 étoiles;PARC EVEN;14 RUE LAFOREST;92240;MALAKOFF;01 42 53 16 16;contact@hotelparceven.com;-;57;27;48.8222324;2.3021735;48.8222324, 2.3021735
2011-01-18;2011-01-24;75;3 étoiles;FIRST HOTEL;2 bd garibaldi;75015;PARIS;01 43 06 93 26;firsthotel@orange.fr;http://www.firsthotelparis.com;88;42;48.8475844;2.3022053;48.8475844, 2.3022053
2012-08-10;2012-08-10;75;4 étoiles;HÔTEL ATALA;10 rue châteaubriand;75008;PARIS;01 45 62 01 62;hotel@hotel-atala.com;http://www.hotel-atala.com/;86;48;48.8733986;2.3023823;48.8733986, 2.3023823
2013-07-01;2013-07-01;75;2 étoiles;HÔTEL MÉDÉRIC;4 rue médéric;75017;PARIS;01 47 63 69 13;hotel.mederic@gmail.com;www.hotelmederic.com;53;28;48.8801918;2.302566;48.8801918, 2.302566
2011-02-09;2011-02-09;75;4 étoiles;HÔTEL FRANKLIN ROOSEVELT;18 RUE CLEMENT MAROT;75008;PARIS;01 53 57 49 50;mbg@hroosevelt.com;http://www.hroosevelt.com;68;48;48.8678775;2.303123;48.8678775, 2.303123
2010-11-30;2010-04-12;75;3 étoiles;HÔTEL CARLADEZ CAMBRONNE;3 PLACE DU GENERAL BEURET;75015;PARIS;01 47 34 07 12;carladez@sfr.fr;http://hotelcarladez.com;58;28;48.8420932;2.3031769;48.8420932, 2.3031769
2012-12-04;2012-04-18;75;3 étoiles;LE VALADON;16 RUE DE VALADON;75007;PARIS;01 47 53 89 85;info@hotelvaladon.com;http://www.hotelvaladon.com;36;12;48.8568546;2.3056587;48.8568546, 2.3056587
2013-01-15;2013-01-15;75;2 étoiles;HÔTEL MALAR;29 rue Malar;75007;PARIS;01 45 51 38 46;hotel@hotelmalar.com;www.hotelmalar.com;44;22;48.8602196;2.3059735;48.8602196, 2.3059735
2012-03-01;2012-04-01;75;3 étoiles;HOTEL LE COLISEE;6 rue du Colisée;75008;PARIS;01 56 88 26 26;info@bw-colisee.com;http://www.hotelcolisee.fr;88;45;48.8704925;2.3076024;48.8704925, 2.3076024
2012-08-08;2012-08-08;75;3 étoiles;HOTEL MEDIAN PARIS CONGRÈS;6-8 BOULEVARD DE DOUAUMONT;75017;PARIS;01 47 56 04 00;median-paris-congres@jjwhotels.com;http://www.medianhotels.fr/hotel-median-paris-congres;350;171;48.8956692;2.3083839;48.8956692, 2.3083839
2012-03-27;2012-03-27;75;3 étoiles;HÔTEL MUGUET;11 rue Chevert;75007;PARIS;01 47 05 05 93;muguet@wanadoo.fr;http://hotelparismuguet.com;91;43;48.8557184;2.3088213;48.8557184, 2.3088213
2012-08-21;2012-08-21;75;4 étoiles;HÔTEL LA RÉSIDENCE DU ROY;8 rue François 1er;75008;PARIS;01 42 89 59 59;sdem@hroy.com;http://www.residence-du-roy.com;94;39;48.8657136;2.3089403;48.8657136, 2.3089403
2011-04-22;2011-04-26;75;3 étoiles;HOTEL DUQUESNE EIFFEL;23 Avenue Duquesne;75007;PARIS;01 44 42 09 09;olivier@hde.fr;http://www.hde.fr;79;40;48.8526636;2.3090976;48.8526636, 2.3090976
2012-10-02;2012-10-02;75;3 étoiles;HÔTEL GLASGOW MONCEAU;3 rue de la Félicité;75017;PARIS;01 42 27 93 95;info@hotel-glasgow.com;http://www.hotel-glasgow.com;75;37;48.8864647;2.3093396;48.8864647, 2.3093396
2010-08-27;2010-01-09;75;4 étoiles;HÔTEL LE 123 ELYSEES;123, rue du Faubourg Saint Honoré;75008;PARIS;01 53 89 01 23;hotel.le123@astotel.com;http://www.astotel.com;83;41;48.8731071;2.309668;48.8731071, 2.309668
2011-03-24;2011-04-04;75;3 étoiles;HÔTEL DE LATOUR MAUBOURG;150 rue de grenelle;75007;PARIS;01 47 05 16 16;info@latourmaubourg.com;http://www.hotellatourmaubourg.com;36;17;48.8581758;2.310519;48.8581758, 2.310519
2013-03-18;2013-03-18;75;4 étoiles;HÔTEL DU ROND-POINT DES CHAMPS-ÉLYSÉES;10 rue de Ponthieu;75008;PARIS;01 53 89 14 14;informations@hotel-rondpoint-champselysees.com;http://www.hotel-rondpoint-champselysees.com/fr/rooms_suites.html;76;36;48.8704419;2.3106887;48.8704419, 2.3106887
2012-10-09;2012-10-09;75;2 étoiles;HÔTEL ROYAL WAGRAM;25 Boulevard Pereire;75017;PARIS;01 40 54 19 04;royal-wagram@orange.fr;http://www.budgetplaces.com/fr/paris-hotel-27459-hotel-royal-wagram.html;46;23;48.8876863;2.3107386;48.8876863, 2.3107386
2012-09-02;2012-09-02;75;4 étoiles;BEST WESTERN PREMIER  ELYSEE SECRET;5 rue de Ponthieu;75008;PARIS;01 43 59 70 36;secret@book-inn-France.com;http://www.hotel-elysee-secret-paris.com;51;26;48.8701969;2.3110545;48.8701969, 2.3110545
2012-01-13;2012-01-16;75;4 étoiles;L'EDMOND;22, Avenue de Villiers;75017;PARIS;01 44 01 09 40;welcome@edmond-hotel.com;http://www.edmond-hotel.com;79;23;48.8822229;2.3131781;48.8822229, 2.3131781
2012-06-11;2012-06-11;75;2 étoiles;HÔTEL ATLANTIQUE;54 RUE FALGUIèRE;75015;PARIS;01 43 20 70 70;hotelatlantique@wanadoo.fr;www.hotel-atlantique-75.fr;51;27;48.8412142;2.3134823;48.8412142, 2.3134823
2012-12-11;2012-12-11;92;3 étoiles;HÔTEL RÉSIDENCE EUROPE;52 boulevard du Général Leclerc;92110;CLICHY;01 47 37 13 10;laurent.mouchet@wanadoo.fr;http://hotel-residence-europe.com;271;83;48.9026592;2.3137967;48.9026592, 2.3137967
2012-07-27;2012-07-27;92;3 étoiles;HÔTEL RESTAURANT BALLADINS ANTONY;1 RUE ALEXIS DE TOCQUEVILLE;92160;ANTONY;01 55 59 98 46;antony.direction@balladins.eu;http://www.balladins.com;230;106;48.7337527;2.3143999;48.7337527, 2.3143999
2012-07-23;2012-07-23;75;4 étoiles;HÔTEL HOLIDAY INN PARIS ÉLYSÉES;24 RUE DE MIROMESNIL;75008;PARIS;01 43 12 87 87;contacts@hotelelyseesparis.com;www.hotelelyseesparis.com;89;43;48.8728089;2.3157869;48.8728089, 2.3157869
2012-07-05;2012-07-05;75;4 étoiles;SAS ARIOSO;7 RUE D ARGENSON;75008;PARIS;01 53 05 95 00;privael@arioso-hotel.com;http://www.arioso-hotel.com;54;28;48.8746815;2.3168546;48.8746815, 2.3168546
2013-12-02;2013-12-02;75;4 étoiles;HÔTEL RELAIS MONCEAU;85 rue du rocher;75008;PARIS;01 45 22 75 11;relaismonceau@wanadoo.fr;relais-monceau.com;102;51;48.8803903;2.3173155;48.8803903, 2.3173155
2013-04-01;2013-04-01;75;2 étoiles;OASIS MONTPARNASSE HÔTEL;81 rue raymond losserand;75014;PARIS;01 45 42 65 53;loasis.montparnasse@yahoo.fr;-;18;11;48.8338092;2.3178814;48.8338092, 2.3178814
2011-08-07;2011-11-07;75;3 étoiles;HOTEL ELYSEES 8;16 RUE CAMBACERES;75008;PARIS;01 42 65 71 40;reservation@hotel-elysees8.com;http://www.hotel-elysees8.com;76;34;48.8731024;2.3180316;48.8731024, 2.3180316
2011-04-28;2011-04-29;75;4 étoiles;HOTEL MERCURE HAUSSMANN PARIS SAINT AUGUSTIN;20 RUE ROQUEPINE;75008;PARIS;01 42 68 11 64;h2965-gm@accor.com;http://www.mercure.com/fr/hotel-2965-mercure-paris-haussmann-st-augustin/index.shtml;58;34;48.873318;2.3181939;48.873318, 2.3181939
2010-05-28;2010-03-06;75;3 étoiles;HOTEL SAINT AUGUSTIN ELYSEES;9, rue Roy;75008;PARIS;01 42 93 32 17;hotel.staugustin@astotel.com;http://www.astotel.com;;63;48.8754196;2.3183376;48.8754196, 2.3183376
2011-01-31;2011-05-25;75;3 étoiles;HOTEL DU THEATRE;5 RUE DE CHEROY;75017;PARIS;01 43 87 21 48;hotel@hotel-theatre.com;http://www.hotel.theatre.com;42;21;48.8821647;2.3186619;48.8821647, 2.3186619
2011-11-22;2011-11-22;75;4 étoiles;HÔTEL DU MINISTÈRE;31, rue de Surène;75008;PARIS;01 42 66 21 43;direction@ministerehotel.com;http://www.ministerehotel.com;42;24;48.8714347;2.319209;48.8714347, 2.319209
2012-08-21;2012-08-21;75;4 étoiles;HÔTEL ASTOR SAINT-HONORÉ;11 RUE D'ASTORG;75008;PARIS;01 53 05 05 05;reservation@astor-sth.com;www.astorsainthonore.com;277;128;48.8728871;2.3194615;48.8728871, 2.3194615
2012-11-28;2012-11-28;75;3 étoiles;BEST WESTERN ELYSÉES PARIS MONCEAU;18 RUE DE CONSTANTINOPLE;75008;PARIS;01 45 22 14 52;contacts@hotelelyseesmonceau.com;http://www.hotelelyseesmonceau.com;54;30;48.88031;2.3195024;48.88031, 2.3195024
2011-05-26;2011-01-06;75;3 étoiles;HOTEL IBIS TOUR MONTPARNASSE;22 AVENUE DU MAINE;75015;PARIS;01 45 48 95 52;H5302-GM@accor.com;http://www.ibishotel.com/hotel-cms/fr/country/offers/offer-PA-PFR-374.shtml?xtor=AD-3;86;45;48.8434263;2.3202574;48.8434263, 2.3202574
2012-12-07;2012-12-07;75;3 étoiles;HÔTEL BRESCIA;16 rue d'edimbourg;75008;PARIS;01 45 22 14 31;ygasparinibrescia@wanadoo.fr;http://www.hotel-brescia.com;74;38;48.879431;2.3203394;48.879431, 2.3203394
2012-10-09;2012-10-09;75;3 étoiles;HÔTEL MONTPARNASSE ALÉSIA;147 ter rue d'Alésia;75014;PARIS;01 45 42 06 37;reservation@hotelmontparnassealesia.com;www.hotelmontparnassealesia.com;121;70;48.8301166;2.3203642;48.8301166, 2.3203642
2012-07-08;2012-07-08;75;5 étoiles;HYATT REGENCY PARIS MADELEINE;24 boulevard Malesherbes;75008;PARIS;01 55 27 12 34;paris.madeleine@hyatt.com;http://www.paris.madeleine.hyatt.fr;172;86;48.8728247;2.3213205;48.8728247, 2.3213205
2011-08-29;2011-08-30;75;4 étoiles;LA BELLE JULIETTE;92 rue du Cherche Midi;75006;PARIS;01 42 22 97 40;ebourquin@labellejuliette.com;http://www.labellejuliette.com;68;34;48.8474201;2.3224466;48.8474201, 2.3224466
2012-01-10;2012-01-10;75;3 étoiles;HÔTEL TERMINUS MONTPARNASSE;59 boulevard du Montparnasse;75006;PARIS;01 45 48 99 10;hotel@terminusmontparnasse.com;-;123;63;48.8443233;2.323325;48.8443233, 2.323325
2012-05-15;2012-05-15;75;3 étoiles;CONCORTEL SA;19-21 Rue Pasquier;75008;PARIS;01 42 65 45 44;eric.concortel@gmail.com;http://www.hotelconcortel.com;84;46;48.8727325;2.3233412;48.8727325, 2.3233412
2010-05-31;2010-06-15;75;4 étoiles;HOTEL MERCURE PARIS GARE MONTPARNASSE;20 rue de la Gaité;75014;PARIS;01 43 35 78 15;h0905-gm@accor.com;http://www.mercure.com;;185;48.8397819;2.3235664;48.8397819, 2.3235664
2012-07-16;2012-07-16;75;2 étoiles;TIPI  HÔTEL;75 rue Daguerre;75014;PARIS;01 43 20 02 37;tipi-hotel@wanadoo.fr;-;65;33;48.836174;2.3236618;48.836174, 2.3236618
2012-10-29;2012-10-29;75;3 étoiles;CENTRAL HÔTEL PARIS;1 bis rue du Maine;75014;PARIS;01 45 42 77 97;lp.peron@wanadoo.fr;http://www.centralhotelparis.com;86;44;48.8405262;2.3238234;48.8405262, 2.3238234
2012-05-21;2012-05-21;75;4 étoiles;QUALITY HOTEL PARIS ORLEANS;185/187 BOULEVARD BRUNE;75014;PARIS;01 45 39 68 50;l.jeanne@paris-orleans-hotel.com;http://www.paris-orleans-hotel.com;190;91;48.8237671;2.3240812;48.8237671, 2.3240812
2011-03-24;2011-04-15;75;4 étoiles;HÔTEL DE BELLECHASSE SAINT GERMAIN;8 rue de bellechasse;75007;PARIS;01 45 50 22 31;info@lebellechasse.com;http://www.bellechasse.com;66;33;48.8596641;2.324181;48.8596641, 2.324181
2012-01-10;2012-01-10;75;2 étoiles;HÔTEL ODESSA MONTPARNASSE;28 rue d'Odessa;75014;PARIS;01 43 20 64 78;reception@hotel-odessa.com;www.hotel-odessa.com;92;41;48.8415588;2.3246279;48.8415588, 2.3246279
2013-07-01;2013-07-01;75;2 étoiles;HÔTEL DE BLOIS;5 Rue des plantes;75014;PARIS;01 45 40 99 48;hoteldeblois.paris@yahoo.fr;www.hoteldeblois.com;54;27;48.8318622;2.3246915;48.8318622, 2.3246915
2012-07-24;2012-07-24;75;3 étoiles;BEST WESTERN FOLKESTONE OPÉRA;9 RUE DE CASTELLANE;75008;PARIS;01 42 65 73 09;reservation@hotelfolkestoneopera.com;www.hotelfolkestoneopera.com;92;46;48.872264;2.3250288;48.872264, 2.3250288
2012-03-30;2012-02-04;75;4 étoiles;HOTEL CAMBON;3 RUE CAMBON;75001;PARIS;01 44 58 93 93;IFCAMBON@HOTELCAMBON.COM;http://WWW.HOTELCAMBON.COM;13;40;48.8663988;2.3253035;48.8663988, 2.3253035
2011-06-20;2011-06-29;75;4 étoiles;K+K HÔTEL CAYRE;4 boulevard raspail;75007;PARIS;01 45 44 38 88;marianne.quitieri@kkhotels.fr;http://www.kkhotels.com/cayre;258;125;48.8553468;2.3255009;48.8553468, 2.3255009
2012-09-07;2012-09-07;75;4 étoiles;HÔTEL MELIÀ VENDÔME;8 RUE CAMBON;75001;PARIS;01 44 77 54 00;reservations.vendome@melia.com;http://www.melia.com;174;83;48.8667014;2.325584;48.8667014, 2.325584
2010-12-08;2010-08-19;75;5 étoiles;LE BURGUNDY PARIS;6 - 8, rue Duphot;75001;PARIS;01 42 60 34 12;contact@leburgundy.com;http://www.leburgundy.com;358;59;48.8679629;2.3257194;48.8679629, 2.3257194
2011-06-20;2011-06-21;75;4 étoiles;HOLIDAY INN PARIS SAINT GERMAIN DES PRES;92 rue de Vaugirard;75006;PARIS;01 49 54 87 00;joel.sabourin@hotels-res.com;http://holiday-inn.com/paris-germain;298;134;48.8468082;2.3258093;48.8468082, 2.3258093
2011-01-14;2011-01-25;75;4 étoiles;BEST WESTERN PREMIER OPERA OPAL;19 rue Tronchet;75008;PARIS;01 42 65 77 97;opal@bookinnfrance.com;http://www.paris-hotel-opal.com;60;33;48.8722587;2.3259211;48.8722587, 2.3259211
2011-08-12;2011-12-16;75;3 étoiles;TIMHOTEL OPERA MADELEINE;113 RUE SAINT LAZARE;75008;PARIS;01 43 87 53 53;gbanchet@timhotel.fr;http://www.timhotel.fr;170;83;48.8753853;2.3260521;48.8753853, 2.3260521
2013-07-01;2013-07-01;75;3 étoiles;HÔTEL LINDBERGH;5 RUE CHOMEL;75007;PARIS;01 45 48 35 53;infos@hotellinbergh.com;www.hotellindbergh.com;57;26;48.8521896;2.3260835;48.8521896, 2.3260835
2012-07-19;2012-07-19;75;3 étoiles;HÔTEL LONDRES ET NEW YORK;15 place du havre;75008;PARIS;01 43 87 35 10;e.barbat@hotel-lny.com;http://www.hotel-londresnewyork.com;155;67;48.8753338;2.326357;48.8753338, 2.326357
2011-06-28;2011-06-30;75;3 étoiles;HÔTEL TRONCHET;22 rue tronchet;75008;PARIS;01 47 42 26 14;reception@hotel-tronchet.com;http://www.hotel-tronchet.com;68;34;48.8725886;2.326437;48.8725886, 2.326437
2012-07-23;2012-07-23;75;5 étoiles;CASTILLE PARIS;33-37 rue Cambon;75001;PARIS;01 44 58 44 58;e.sarre@castille.com;http://www.castille.com;235;108;48.8683121;2.3268552;48.8683121, 2.3268552
2012-01-10;2012-01-10;75;3 étoiles;HÔTEL DE LA FLÈCHE D'OR;29 RUE D'AMSTERDAM;75008;PARIS;01 48 74 06 86;direction@hotelflechedor.com;http://www.hotelflechedor.com;145;61;48.8783649;2.3268882;48.8783649, 2.3268882
2011-05-12;2011-07-12;75;5 étoiles;MANDARIN ORIENTAL PARIS;251 RUE SAINT HONORE;75001;PARIS;01 70 98 78 88;sverneuil@mohg.com;http://www.mandarinoriental.com;276;138;48.8671637;2.3268991;48.8671637, 2.3268991
2012-10-18;2012-10-18;75;3 étoiles;HÔTEL DU CALVADOS;20 rue d'amsterdam;75009;PARIS;01 48 74 39 31;hotelcalvados@wanadoo.fr;www.hotelcalvados.com;46;25;48.8766734;2.3269163;48.8766734, 2.3269163
2012-06-28;2012-06-28;75;3 étoiles;HÔTEL DE DIEPPE;22 rue d'Amsterdam;75009;PARIS;01 48 74 61 61;contact@hoteldedieppe-paris.com;http://hoteldedieppe-paris.com/;48;27;48.8767561;2.3269724;48.8767561, 2.3269724
2012-07-16;2012-07-16;75;4 étoiles;HÔTEL LUTETIA;45 BOULEVARD RASPAIL;75006;PARIS;01 49 54 46 46;lutetia-resa@concorde-hotels.com;http://lutetia.concorde-hotels.fr/;416;231;48.8510216;2.3271958;48.8510216, 2.3271958
2012-09-10;2012-09-10;75;4 étoiles;LE GREY HÔTEL;12 RUE DE PARME;75009;PARIS;01 55 31 93 93;contact@legrey-hotel.com;http://www.legrey-hotel.com/;71;33;48.8813074;2.3274062;48.8813074, 2.3274062
2012-07-30;2012-07-30;75;5 étoiles;HÔTEL PONT-ROYAL;5-7 rue Montalembert;75007;PARIS;01 42 84 70 00;oblanchet@hroy.com;http://www.hotel-pont-royal.com;300;75;48.8567126;2.3274326;48.8567126, 2.3274326
2012-08-30;2012-08-30;75;3 étoiles;HÔTEL DE GENÈVE;36 rue de Londres;75009;PARIS;01 48 74 33 99;infos@hotel-geneve.com;www.hotel-geneve.com;58;30;48.8777398;2.3275076;48.8777398, 2.3275076
2012-11-07;2012-11-07;75;3 étoiles;HÔTEL VIRGINA;66 rue du père corentin;75014;PARIS;01 45 40 70 90;virgina@orange.fr;hotelvirgina.com;113;55;48.8239858;2.3275463;48.8239858, 2.3275463
2011-07-06;2011-06-17;75;4 étoiles;CLARION COLLECTION OPERA PAVILLON;7 rue de parme;75009;PARIS;01 55 31 60 00;pavillon@my-paris-hotel.com;http://www.pavillonparis.com;48;30;48.8812318;2.3277354;48.8812318, 2.3277354
2012-08-08;2012-08-08;75;3 étoiles;HÔTEL AURORE MONTMARTRE;76 rue de Clichy;75009;PARIS;01 48 74 85 56;auroremonmartre@orange.fr;http://www.montmartre-hotel-paris.com/;45;24;48.8826013;2.3279156;48.8826013, 2.3279156
2011-12-21;2011-12-28;75;3 étoiles;SOURCE HÔTEL;135 Avenue de saint-ouen;75017;PARIS;01 46 27 73 67;contact@sourcehotel.fr;http://www.sourcehotel.fr;72;34;48.8964123;2.3284367;48.8964123, 2.3284367
